item_type,provider_type,title,product_name,detail_url,product_url,category_name,subcategory_name,brand,reference,sku,vehicle_scope,match_type,match_confidence
category,category_only,REDPUESTOS,,https://www.imotriz.com/tienda/redpuestos/catalogo/page/results,,REDPUESTOS,,,,,,category_only,medium
category,category_only,REDPUESTOS,,https://www.imotriz.com/tienda/redpuestos/,,REDPUESTOS,,,,,,category_only,medium
category,category_only,REDPUESTOS,,https://www.imotriz.com/tienda/redpuestos/catalogo,,REDPUESTOS,,,,,,category_only,medium
category,category_only,REDPUESTOS,,https://www.imotriz.com/tienda/redpuestos/cart/page/index,,REDPUESTOS,,,,,,category_only,medium
