item_type,provider_type,title,product_name,detail_url,product_url,category_name,subcategory_name,brand,reference,sku,vehicle_scope,match_type,match_confidence
product,product_catalog,,Automotriz,https://www.corbeta.com.co/automotriz.html,https://www.corbeta.com.co/automotriz.html,,,,,,Autos,category_only,medium
product,product_catalog,,Llanta Toyo 265/50r20 Pxst3,https://www.corbeta.com.co/automotriz/llantas/llanta-toyo-pxst3-265-50r20.html,https://www.corbeta.com.co/automotriz/llantas/llanta-toyo-pxst3-265-50r20.html,,,Toyo,,,Autos,category_only,medium
product,product_catalog,,Filtros y Repuestos,https://www.corbeta.com.co/automotriz/filtros-y-repuestos.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos.html,,,,,,Autos,category_only,medium
product,product_catalog,,"Accesorios, Repuestos y Herramientas",https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas.html,,,,,,Autos,category_only,medium
product,product_catalog,,Bujias,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas/bujias.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas/bujias.html,,,,,,Autos,category_only,medium
product,product_catalog,,SATA,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas/sata.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas/sata.html,,,,,,Autos,category_only,medium
product,product_catalog,,Plumillas,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas/plumillas.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas/plumillas.html,,,,,,Autos,category_only,medium
product,product_catalog,,Otros,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas/otros.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/accesorios-repuestos-herramientas/otros.html,,,,,,Autos,category_only,medium
product,product_catalog,,Filtros,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/filtros.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/filtros.html,,,,,,Autos,category_only,medium
product,product_catalog,,Filtros de Aire,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/filtros/filtros-de-aire.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/filtros/filtros-de-aire.html,,,,,,Autos,category_only,medium
product,product_catalog,,Filtros de Aceite,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/filtros/filtros-de-aceite.html,https://www.corbeta.com.co/automotriz/filtros-y-repuestos/filtros/filtros-de-aceite.html,,,,,,Autos,category_only,medium
product,product_catalog,,SPA Automotriz,https://www.corbeta.com.co/automotriz/spa-automotriz.html,https://www.corbeta.com.co/automotriz/spa-automotriz.html,,,,,,Autos,category_only,medium
product,product_catalog,,Brillantil,https://www.corbeta.com.co/automotriz/spa-automotriz/brillantil.html,https://www.corbeta.com.co/automotriz/spa-automotriz/brillantil.html,,,,,,Autos,category_only,medium
product,product_catalog,,Desengrasantes,https://www.corbeta.com.co/automotriz/spa-automotriz/desengrasantes.html,https://www.corbeta.com.co/automotriz/spa-automotriz/desengrasantes.html,,,,,,Autos,category_only,medium
product,product_catalog,,Ambientadores,https://www.corbeta.com.co/automotriz/spa-automotriz/ambientadores.html,https://www.corbeta.com.co/automotriz/spa-automotriz/ambientadores.html,,,,,,Autos,category_only,medium
product,product_catalog,,Siliconas,https://www.corbeta.com.co/automotriz/spa-automotriz/siliconas.html,https://www.corbeta.com.co/automotriz/spa-automotriz/siliconas.html,,,,,,Autos,category_only,medium
